ocid,id,contracts/0/id,contracts/0/awardID,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/title,contracts/0/localProcurementCategory,contracts/0/description,contracts/0/dateSigned,contracts/0/value/amount,contracts/0/value/currency
ocds-lcuori-vGZWNR-30011638-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011638-IHSS-SPS-1/3,vGZWNR-4300008718,vGZWNR-30011638-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008718,goodsOrServices,papel sanitario,2020-03-11T00:00:00-06:00,10184.1,HNL
ocds-lcuori-4LOY7R-LP-01-2020-2,ocds-lcuori-4LOY7R-LP-01-2020-2/4,4LOY7R-01-2020,4LOY7R-LP-01-2020-2,4LOY7R-mrYzL9,Región Departamental de Salud de El Paraíso No.7,01-2020,goodsOrServices,35210 GASOLINA,2020-02-27T00:00:00-06:00,396662.76,HNL
ocds-lcuori-4LOY7R-LP-01-2020-2,ocds-lcuori-4LOY7R-LP-01-2020-2/4,4LOY7R-35-001-2020,4LOY7R-LP-01-2020-2,4LOY7R-mrYzL9,Región Departamental de Salud de El Paraíso No.7,35-001-2020,goodsOrServices,35610 GASOLINA,2020-02-27T00:00:00-06:00,396662.76,HNL
ocds-lcuori-4LOY7R-LP-02-2020-2,ocds-lcuori-4LOY7R-LP-02-2020-2/3,4LOY7R-35-002-2020,4LOY7R-LP-02-2020-2,4LOY7R-mrYzL9,Región Departamental de Salud de El Paraíso No.7,35-002-2020,goodsOrServices,35620 DIESEL,2020-02-27T00:00:00-06:00,589883.52,HNL
ocds-lcuori-DRW55L-04-CM-SETUR-2020-1,ocds-lcuori-DRW55L-04-CM-SETUR-2020-1/3,DRW55L-11-2020,DRW55L-04-CM-SETUR-2020-1,DRW55L-2LmVGK,Gerencia Central SETUR,11-2020,goodsOrServices,Compra de Boleto aereo,2020-03-14T00:00:00-06:00,42400.0,HNL
ocds-lcuori-JL7JBr-CM-10-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-10-HBCBHR-2020-1/3,JL7JBr-CM-008-2020,JL7JBr-CM-10-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-008-2020,goodsOrServices,"Compra de repuestos y reparación del sistema completo de dirección y frenos de la unidad HRB-24A901 camión tipo ambulancia marca Chevrolet, modelo Express, año 2013 del Cuerpo de Bomberos de Roatan.",2020-03-04T00:00:00-06:00,145003.5,HNL
ocds-lcuori-DRW55L-05-CM-SETUR-2020-1,ocds-lcuori-DRW55L-05-CM-SETUR-2020-1/3,DRW55L-10-2020,DRW55L-05-CM-SETUR-2020-1,DRW55L-2LmVGK,Gerencia Central SETUR,10-2020,goodsOrServices,COMPRA DE BOLETO AEREO,2020-03-14T00:00:00-06:00,29500.0,HNL
ocds-lcuori-JL7JBr-CM-12-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-12-HBCBHR-2020-1/2,JL7JBr-CM-009-2020,JL7JBr-CM-12-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-009-2020,goodsOrServices,"Compra de baterías para las unidades de Bomberos HRB-2404, 2407, 2414, 00146 y A901",2020-03-04T00:00:00-06:00,48800.96,HNL
ocds-lcuori-JL7JBr-CM-13-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-13-HBCBHR-2020-1/2,JL7JBr-CM-010-2020,JL7JBr-CM-13-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-010-2020,goodsOrServices,Compra de 16 mesas rectangulares y 15 sillas para ser utilizadas en eventos que se desarrollan en el Cuerpo de Bomberos de Roatan.,2020-03-04T00:00:00-06:00,33990.57,HNL
ocds-lcuori-JL7JBr-CM-16-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-16-HBCBHR-2020-1/2,JL7JBr-CM-011-2020,JL7JBr-CM-16-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-011-2020,goodsOrServices,"Compra de materiales y suministros de limpieza y aseo para las instalaciones, unidades y equipos del Cuerpo de Bomberos de Roatan",2020-03-04T00:00:00-06:00,15540.15,HNL
ocds-lcuori-JL7JBr-CM-16-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-16-HBCBHR-2020-1/2,JL7JBr-CM-012-2020,JL7JBr-CM-16-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-012-2020,goodsOrServices,"Compra de materiales y suministros de limpieza y aseo para las instalaciones, unidades y equipos del Cuerpo de Bomberos de Roatan",2020-03-04T00:00:00-06:00,15540.15,HNL
ocds-lcuori-JL7JBr-CM-16-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-16-HBCBHR-2020-1/2,JL7JBr-CM-020-2020,JL7JBr-CM-16-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-020-2020,goodsOrServices,"Compra de materiales y suministros de limpieza y aseo para las instalaciones, unidades y equipos del Cuerpo de Bomberos de Roatan",2020-03-04T00:00:00-06:00,15540.15,HNL
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-009-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-009-2020-1/4,4LOV1r-DICTA-CM-009-2020,4LOV1r-DICTA FUENTE 11-CM-MD-009-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA-CM-009-2020,goodsOrServices,"Compra de materiales para almacén central, los cuales serán distribuidos en Dicta Central y departamentales",2020-03-03T00:00:00-06:00,30239.25,HNL
ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-006-2020-1,ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-006-2020-1/3,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-003-2020,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-006-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA PROGRAMA DE SEMILLAS-CM-003-2020,goodsOrServices,Compra de 2 quemadores para los silos secadores de semilla que se encuentran en la planta procesadora de semillas en Dicta,2020-03-02T00:00:00-06:00,44850.0,HNL
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-015-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-015-2020-1/3,4LOV1r-DICTA-CM-010-2020,4LOV1r-DICTA FUENTE 11-CM-MD-015-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA-CM-010-2020,goodsOrServices,"Compra de materiales para almacén central, los cuales serán distribuidos en Dicta Central y departamentales",2020-03-03T00:00:00-06:00,18060.1,HNL
ocds-lcuori-lRo92L-LP-SESAL-HGST-001-2020-2,ocds-lcuori-lRo92L-LP-SESAL-HGST-001-2020-2/3,lRo92L-20-001,lRo92L-LP-SESAL-HGST-001-2020-2,lRo92L-mrYzL9,Hospital Santa Teresa ,20-001,goodsOrServices,31110,2020-03-26T00:00:00-06:00,609700.0,HNL
ocds-lcuori-lRo92L-LP-SESAL-HGST-002-2020-2,ocds-lcuori-lRo92L-LP-SESAL-HGST-002-2020-2/3,lRo92L-20-002,lRo92L-LP-SESAL-HGST-002-2020-2,lRo92L-mrYzL9,Hospital Santa Teresa ,20-002,goodsOrServices,31110,2020-03-26T00:00:00-06:00,388850.0,HNL
ocds-lcuori-lRo92L-LP-SESAL-HGST-0032020-2,ocds-lcuori-lRo92L-LP-SESAL-HGST-0032020-2/3,lRo92L-20-003,lRo92L-LP-SESAL-HGST-0032020-2,lRo92L-mrYzL9,Hospital Santa Teresa ,20-003,goodsOrServices,31110,2020-03-26T00:00:00-06:00,398050.0,HNL
ocds-lcuori-2Lmz0G-CM-011-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-011-BNP-2020-1/4,2Lmz0G-CA-20-0000023,2Lmz0G-CM-011-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000023,goodsOrServices,BATERIAS PARA VEHICULO,2020-02-10T00:00:00-06:00,3800.0,HNL
ocds-lcuori-vGZWNR-30011611-TEG-1,ocds-lcuori-vGZWNR-30011611-TEG-1/3,vGZWNR-4300008631,vGZWNR-30011611-TEG-1,vGZWNR-orvxDG,Unidad Central,4300008631,goodsOrServices,MATERIAL MENOR QUIRURGICO,2020-02-21T00:00:00-06:00,236050.0,HNL
ocds-lcuori-2Lmz0G-CM-012-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-012-BNP-2020-1/4,2Lmz0G-CA-20-0000021,2Lmz0G-CM-012-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000021,goodsOrServices,TONER,2020-02-10T00:00:00-06:00,22643.5,HNL
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-019-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-019-2020-1/2,4LOV1r-DICTA FUENTE 11-CM-016-2020,4LOV1r-DICTA FUENTE 11-CM-MD-019-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA FUENTE 11-CM-016-2020,goodsOrServices,Servicio de suministro de combustible para Copán y Ocotepeque,2020-03-10T00:00:00-06:00,54202.48,HNL
ocds-lcuori-2Lmz0G-CM-014-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-014-BNP-2020-1/3,2Lmz0G-CA-20-0000025,2Lmz0G-CM-014-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000025,goodsOrServices,COMPRA DE MARCHAMOS,2020-02-10T00:00:00-06:00,4416.0,HNL
ocds-lcuori-Er6QoR-CM-007-LV-2020-1,ocds-lcuori-Er6QoR-CM-007-LV-2020-1/3,Er6QoR-CM-007-LV-2020,Er6QoR-CM-007-LV-2020-1,Er6QoR-MLQ77R,"Estación Local Las Vegas, Santa Bárbara",CM-007-LV-2020,goodsOrServices,LA ESTACION LOCAL DE LAS VEGAS SB COMPRO TAPONES Y CAUSTICO PARA LA ELABORACION DE CAMAS DE ESTA ESTACION LOCAL ,2020-02-06T00:00:00-06:00,606.0,HNL
ocds-lcuori-vGZWNR-30011569-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011569-IHSS-SPS-1/4,vGZWNR-4300008667,vGZWNR-30011569-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008667,goodsOrServices,GORROS,2020-03-12T00:00:00-06:00,4800.0,HNL
ocds-lcuori-vGZWNR-30011571-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011571-IHSS-SPS-1/4,vGZWNR-4300008693,vGZWNR-30011571-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008693,goodsOrServices,CATGUT,2020-03-12T00:00:00-06:00,997.2,HNL
ocds-lcuori-vGZWNR-30011576-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011576-IHSS-SPS-1/4,vGZWNR-4300008661,vGZWNR-30011576-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008661,goodsOrServices,SUTURA,2020-03-12T00:00:00-06:00,960.0,HNL
ocds-lcuori-vGZWNR-30011579-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011579-IHSS-SPS-1/4,vGZWNR-4300008721,vGZWNR-30011579-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008721,goodsOrServices,BOLSA REANIMACION,2020-03-12T00:00:00-06:00,15600.0,HNL
ocds-lcuori-vGZWNR-30011581-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011581-IHSS-SPS-1/4,vGZWNR-4300008738,vGZWNR-30011581-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008738,goodsOrServices,CATETER CEBTRAL,2020-03-12T00:00:00-06:00,8788.0,HNL
ocds-lcuori-vGZWNR-30011582-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011582-IHSS-SPS-1/4,vGZWNR-4300008690,vGZWNR-30011582-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008690,goodsOrServices,BOLSA COLOSTOMIA,2020-03-12T00:00:00-06:00,77380.0,HNL
ocds-lcuori-vGZWNR-30011584-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011584-IHSS-SPS-1/4,vGZWNR-4300008700,vGZWNR-30011584-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008700,goodsOrServices,PLACAS DESC,2020-03-12T00:00:00-06:00,4250.0,HNL
ocds-lcuori-vGZWNR-30011585-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011585-IHSS-SPS-1/4,vGZWNR-4300008679,vGZWNR-30011585-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008679,goodsOrServices,CATETER HEMODIALISIS,2020-03-12T00:00:00-06:00,82800.0,HNL
ocds-lcuori-vGZWNR-30011587-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011587-IHSS-SPS-1/4,vGZWNR-4300008722,vGZWNR-30011587-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008722,goodsOrServices,CATETER,2020-03-12T00:00:00-06:00,10000.0,HNL
ocds-lcuori-vGZWNR-30011589-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011589-IHSS-SPS-1/4,vGZWNR-4300008762,vGZWNR-30011589-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008762,goodsOrServices,CATETER VENOSO,2020-03-12T00:00:00-06:00,30800.0,HNL
ocds-lcuori-vGZWNR-30011593-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011593-IHSS-SPS-1/4,vGZWNR-4300008660,vGZWNR-30011593-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008660,goodsOrServices,HOJAS DE BISTURI,2020-03-12T00:00:00-06:00,1140.0,HNL
ocds-lcuori-vGZWNR-30011594-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011594-IHSS-SPS-1/4,vGZWNR-4300008666,vGZWNR-30011594-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008666,goodsOrServices,"LAPIS DESCARTABLE
HOJAS DE BISTURI",2020-03-12T00:00:00-06:00,6310.0,HNL
ocds-lcuori-vGZWNR-30011595-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011595-IHSS-SPS-1/4,vGZWNR-4300008659,vGZWNR-30011595-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008659,goodsOrServices,"CAMPO QUIRURGICO
BATAS
HOJAS DE BISTURI",2020-03-12T00:00:00-06:00,10766.12,HNL
ocds-lcuori-vGZWNR-30011597-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011597-IHSS-SPS-1/4,vGZWNR-4300008681,vGZWNR-30011597-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008681,goodsOrServices,EQUIPO DE INFUSION,2020-03-12T00:00:00-06:00,84000.0,HNL
ocds-lcuori-vGZWNR-30011632-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011632-IHSS-SPS-1/4,vGZWNR-4300008665,vGZWNR-30011632-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008665,goodsOrServices,PELICULA,2020-03-12T00:00:00-06:00,37400.0,HNL
ocds-lcuori-vGZWNR-30011633-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011633-IHSS-SPS-1/4,vGZWNR-4300008662,vGZWNR-30011633-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008662,goodsOrServices,PELICULA,2020-03-12T00:00:00-06:00,78000.0,HNL
ocds-lcuori-7GX4eG-INE-001-2020-1,ocds-lcuori-7GX4eG-INE-001-2020-1/3,7GX4eG-INE-001-2020,7GX4eG-INE-001-2020-1,7GX4eG-4LOWLg,Unidad Central,INE-001-2020,consultingServices,CONSULTORIA NACIONAL DE ESPECIALISTA EN SOPORTE Y MANTENIMIENTO DEL SITIO WEB,2020-02-11T00:00:00-06:00,192000.0,HNL
ocds-lcuori-ERp23L-CM-HBCBCR-036-2020-1,ocds-lcuori-ERp23L-CM-HBCBCR-036-2020-1/3,ERp23L-CM-HBCBCR-036-2020,ERp23L-CM-HBCBCR-036-2020-1,ERp23L-MLQ77R,Cuerpo de Bomberos Copán Ruinas,CM-HBCBCR-036-2020,goodsOrServices,"COMPRA DE COMBUSTIBLE DIESEL PARA LAS UNIDADES OPERATIVAS DE LA ESTACION LOCAL DE COPAN RUINAS,DURANTE LOS 12 MESES DEL AÑO 2020",2020-02-06T00:00:00-06:00,96000.0,HNL
ocds-lcuori-7GX4eG-INE-003-2020-1,ocds-lcuori-7GX4eG-INE-003-2020-1/3,7GX4eG-INE-003-2020,7GX4eG-INE-003-2020-1,7GX4eG-4LOWLg,Unidad Central,INE-003-2020,consultingServices,CONSULTORIA NACIONAL DE ASISTENCIA TECNICA A LA DIRECCION EJECUTIVA DEL INE PARA OPERACIONES ESTADISTICAS,2020-02-11T00:00:00-06:00,266667.0,HNL
ocds-lcuori-7GX4eG-INE-004-2020-1,ocds-lcuori-7GX4eG-INE-004-2020-1/4,7GX4eG-INE-004-2020,7GX4eG-INE-004-2020-1,7GX4eG-4LOWLg,Unidad Central,INE-004-2020,goodsOrServices,CONSULTORIA NACIONAL PARA REALIZAR EL SERVICIO DE JEFES DE ZONA DE LA ENCUESTA DE PERCEPCION SOBRE PROGRAMAS SOCIALES DEL GOBIERNO VIDA MEJOR.,2020-02-15T00:00:00-06:00,316000.0,HNL
ocds-lcuori-oLjYzr-CM-039-MSFY-2020-1,ocds-lcuori-oLjYzr-CM-039-MSFY-2020-1/3,oLjYzr-350,oLjYzr-CM-039-MSFY-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,350,goodsOrServices,COMPRA DE BOLSAS PARA EMBOLSAR UTILES ESCOLARES,2020-02-25T00:00:00-06:00,2850.0,HNL
ocds-lcuori-oLjYzr-CM-041-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-041-MSFYC-2020-1/3,oLjYzr-356,oLjYzr-CM-041-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,356,goodsOrServices,COMPRA DE REFRESCOS PARA ATENCIÓN AL CONTRIBUYENTE Y OFICINA PRIVADA DEL ALCALDE EN EL PALACIO MUNICIPAL,2020-02-27T00:00:00-06:00,6056.0,HNL
ocds-lcuori-gLkw4L-CM-674-CBD-2020-1,ocds-lcuori-gLkw4L-CM-674-CBD-2020-1/3,gLkw4L-CM-674-CBD-2020,gLkw4L-CM-674-CBD-2020-1,gLkw4L-MLQ77R,Cuerpo de Bomberos Danlí,CM-674-CBD-2020,goodsOrServices,PAGO POR REPARACION REGULACION DE FRENOS REVISION DE EMERGENCIA CAMBIO DE FRICCIONES DELANTERAS DE LA UNIDAD HRB-L803 ASIGNADA EN DANLI,2020-02-26T00:00:00-06:00,4600.0,HNL
ocds-lcuori-gLkw4L-CM-675-CBD-2020-1,ocds-lcuori-gLkw4L-CM-675-CBD-2020-1/3,gLkw4L-CM-675-CBD-2020,gLkw4L-CM-675-CBD-2020-1,gLkw4L-MLQ77R,Cuerpo de Bomberos Danlí,CM-675-CBD-2020,goodsOrServices,COMPRA DE BARRAS ESTABILIZADORAS PARA LA UNIDAD HRB-L803 ASIGNADA EN DANLI,2020-02-26T00:00:00-06:00,1146.6,HNL
ocds-lcuori-wrVggL-CM-001-CHOLU-2020-1,ocds-lcuori-wrVggL-CM-001-CHOLU-2020-1/4,wrVggL-CM-001-CHOLU-2020,wrVggL-CM-001-CHOLU-2020-1,wrVggL-MLQ77R,Cuerpo de Bomberos Choluteca,CM-001-CHOLU-2020,goodsOrServices,COMPRA DE 4 ROTULAS,2020-01-22T00:00:00-06:00,27841.5,HNL
ocds-lcuori-PR8Q5r-05-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-05-CM-IHT-2020-1/5,PR8Q5r-OC 37-2020,PR8Q5r-05-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,OC 37-2020,goodsOrServices,"Suscripción de dos (2) ejemplares diarios del periódico “La Tribuna”, con periodo de vigencia de un año, a partir del 1 de febrero de 2020.",2020-02-08T00:00:00-06:00,3960.0,HNL
ocds-lcuori-PR8Q5r-07-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-07-CM-IHT-2020-1/5,PR8Q5r-OC 35-2020,PR8Q5r-07-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,OC 35-2020,goodsOrServices,"Suscripcion de dos (02) ejemplares diarios del periodico   "" El Pais"", con periodo de vigencia de un año a partir del 1 de febrero de 2020.",2020-02-08T00:00:00-06:00,3080.0,HNL
ocds-lcuori-PR8Q5r-10-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-10-CM-IHT-2019-1/5,PR8Q5r-006-2020,PR8Q5r-10-CM-IHT-2019-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,006-2020,goodsOrServices,Boleto aereo a favor de Empleada del Instituto Hondureño de Turismo en ruta TGU-Houston TGU ,2020-03-12T00:00:00-06:00,22800.0,HNL
ocds-lcuori-PR8Q5r-10-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-10-CM-IHT-2019-1/5,PR8Q5r-10-2020,PR8Q5r-10-CM-IHT-2019-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,10-2020,goodsOrServices,Compra de boleto aéreo en ruta Tgu EEUU TGU ,2020-03-12T00:00:00-06:00,24500.0,HNL
ocds-lcuori-PR8Q5r-10-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-10-CM-IHT-2019-1/5,PR8Q5r-6-2020,PR8Q5r-10-CM-IHT-2019-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,6-2020,goodsOrServices,Boleto aereo a favor de Empleada del Instituto Hondureño de Turismo en ruta TGU-Houston TGU ,2020-03-12T00:00:00-06:00,24500.0,HNL
ocds-lcuori-PR8Q5r-11-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-11-CM-IHT-2019-1/5,PR8Q5r-007-2020,PR8Q5r-11-CM-IHT-2019-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,007-2020,goodsOrServices,Boleto aereo a favor de Empleado del Instituto Hondureño de Turismo en ruta TGU-MADRID-DUSELDORF-TGU ,2020-03-12T00:00:00-06:00,35100.0,HNL
ocds-lcuori-PR8Q5r-11-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-11-CM-IHT-2019-1/5,PR8Q5r-07-2020,PR8Q5r-11-CM-IHT-2019-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,07-2020,goodsOrServices,Boleto aereo a favor de Empleado del Instituto Hondureño de Turismo en ruta TGU-MADRID-DUSELDORF-TGU ,2020-03-12T00:00:00-06:00,35100.0,HNL
ocds-lcuori-PR8Q5r-12-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-12-CM-IHT-2020-1/4,PR8Q5r-OC 15-2020,PR8Q5r-12-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,OC 15-2020,goodsOrServices,"Servicio de catering que conste de 120 ordenes de 2 pupusas con su respectiva ensalada, servidos individualmente y un pastel para 100 personas.",2020-02-08T00:00:00-06:00,7549.99,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-004-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-004-2020-1/3,MrM6zL-00565839,MrM6zL-CM-CONEANFO-UAF-004-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00565839,goodsOrServices,"Polarizado de vidrio frontal para vehículo Nissan Frontier, placa N10252 y polarizado de vidrio frontal para vehículo Nissan Frontier, placa N08794",2020-02-06T00:00:00-06:00,805.0,HNL
ocds-lcuori-PR8Q5r-16-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-16-CM-IHT-2020-1/4,PR8Q5r-OC 008-2020,PR8Q5r-16-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,OC 008-2020,goodsOrServices,"Boleto Aéreo en ruta: TGU-GUATEMALA-TGU, saliendo de Tegucigalpa el día miércoles 15 de Enero del 2020 en vuelo por la tarde y regresando el día jueves 16 de Enero del 2020 en vuelo por la tarde, a favor de: MARIA JOSE MONCADA VALLADARES.",2020-02-11T00:00:00-06:00,11500.0,HNL
ocds-lcuori-PR8Q5r-17-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-17-CM-IHT-2020-1/4,PR8Q5r-OC 10-2020,PR8Q5r-17-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,OC 10-2020,goodsOrServices,"Boleto aéreo a nombre de Juan Pompilio Tejeda Duarte en ruta: saliendo de Ciudad de México, México a Madrid, España el dia 22/01/2020, en vuelo por la mañana y regresando de Madrid, España a San Pedro Sula el dia 27/01/2020 y arribando a San Pedro Sula el 28/01/2020 Y Boleto aéreo a favor de Juana Maria Portillo Romero con ruta: San Pedro Sula, Honduras a Madrid, España, el dia 20/01/2020 y regresando de Madrid, España a San Pedro Sula, Honduras el dia 27/01/2020 y arribando a San Pedro Sula el 28/01/2020.",2020-02-08T00:00:00-06:00,74200.0,HNL
ocds-lcuori-wrVggL-CM-007-CHOLU-2020-1,ocds-lcuori-wrVggL-CM-007-CHOLU-2020-1/4,wrVggL-CM-007-CHOLU-2020,wrVggL-CM-007-CHOLU-2020-1,wrVggL-MLQ77R,Cuerpo de Bomberos Choluteca,CM-007-CHOLU-2020,goodsOrServices,COMPRA DE COMIDA PREPARADA PARA PERSONAL VOLUNTARIO MES DE ENERO,2020-02-05T00:00:00-06:00,4278.0,HNL
ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-002-2020-1,ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-002-2020-1/3,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-011-2020,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-002-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA PROGRAMA DE SEMILLAS-CM-011-2020,goodsOrServices,Bolsas para embolsado de semilla y apoyo al bono de solidaridad productiva,2020-03-12T00:00:00-06:00,232560.84,HNL
ocds-lcuori-7G3mOr-CM-842-HBCBHSPS-2020-1,ocds-lcuori-7G3mOr-CM-842-HBCBHSPS-2020-1/3,7G3mOr-842,7G3mOr-CM-842-HBCBHSPS-2020-1,7G3mOr-MLQ77R,"Cuerpo de Bomberos San Pedro Sula, Cortés.",842,goodsOrServices,Pago por servicio de Man-tenimiento por Garantia de la Unidad Ambulancia HRB-00-A909.,2020-03-03T00:00:00-06:00,6477.13,HNL
ocds-lcuori-7G3mOr-CM-843-HBCBHSPS-2020-1,ocds-lcuori-7G3mOr-CM-843-HBCBHSPS-2020-1/3,7G3mOr-843,7G3mOr-CM-843-HBCBHSPS-2020-1,7G3mOr-MLQ77R,"Cuerpo de Bomberos San Pedro Sula, Cortés.",843,goodsOrServices,Pago por servicio de Man-tenimiento por Garantia de la Unidad  HRB-01-L8-06.,2020-03-03T00:00:00-06:00,2922.78,HNL
ocds-lcuori-DL936R-CM-001-CBS-2020-1,ocds-lcuori-DL936R-CM-001-CBS-2020-1/3,DL936R-CM-001-CBS-2020,DL936R-CM-001-CBS-2020-1,DL936R-MLQ77R,Cuerpo de Bomberos Siguatepeque,CM-001-CBS-2020,goodsOrServices,Suministro de combustible anual diesel y gasolina para las unidades operativas de esta estacion local ,2020-02-07T00:00:00-06:00,230000.0,HNL
